City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,Honiara,-9.4333,159.95,83.86,78,99,7.31,SB,2022-01-02 21:45:05
273,Constitucion,-35.3333,-72.4167,65.77,79,11,9.1,CL,2022-01-02 21:36:51
274,Raga,8.4596,25.678,72.19,29,13,5.26,SS,2022-01-02 21:45:06
275,Dillon,34.4166,-79.3712,68.81,81,100,3.44,US,2022-01-02 21:41:24
276,Saint-Philippe,-21.3585,55.7679,75.22,78,45,10.47,RE,2022-01-02 21:36:52
277,Sao Joao Da Barra,-21.6403,-41.0511,80.69,90,100,6.85,BR,2022-01-02 21:42:18
278,Bama,11.5221,13.6856,65.23,35,35,8.93,NG,2022-01-02 21:46:07
279,Suez,29.9737,32.5263,58.71,77,19,6.71,EG,2022-01-02 21:46:07
280,Bud,39.447,-86.1758,30.85,85,100,12.35,US,2022-01-02 21:46:08
281,Wenchi,7.7392,-2.1046,82.44,20,40,1.83,GH,2022-01-02 21:46:08
282,Carutapera,-1.195,-46.02,76.33,93,100,6.58,BR,2022-01-02 21:46:08
283,Alvdal,62.1077,10.6307,12.04,98,100,3.96,NO,2022-01-02 21:46:09
284,Araouane,18.9048,-3.5265,67.3,22,0,10.47,ML,2022-01-02 21:46:09
285,Salisbury,51.0693,-1.7957,51.51,83,15,16.11,GB,2022-01-02 21:45:10
286,Macusani,-14.0833,-70.4333,46.87,64,98,4.99,PE,2022-01-02 21:46:10
287,Capaci,38.1711,13.2393,55.0,79,75,9.22,IT,2022-01-02 21:46:10
288,Petrovskoye,57.0104,39.2693,7.21,97,96,7.45,RU,2022-01-02 21:46:10
289,Leningradskiy,69.3833,178.4167,12.76,89,100,8.84,RU,2022-01-02 21:37:15
290,Emerald,-23.5333,148.1667,83.34,51,69,0.0,AU,2022-01-02 21:46:11
291,Malaut,30.2167,74.4833,54.43,26,98,3.89,IN,2022-01-02 21:46:11
292,Belmonte,-15.8631,-38.8828,81.1,82,100,6.62,BR,2022-01-02 21:46:11
293,Caravelas,-17.7125,-39.2481,75.81,88,97,4.85,BR,2022-01-02 21:46:12
294,Fort Nelson,58.8053,-122.7002,-18.81,69,75,5.75,CA,2022-01-02 21:46:12
295,Dudinka,69.4058,86.1778,-42.39,99,32,5.68,RU,2022-01-02 21:46:12
296,Chapais,49.7834,-74.8492,-7.82,99,100,3.69,CA,2022-01-02 21:46:13
297,Antequera,37.0194,-4.5612,59.45,55,99,2.95,ES,2022-01-02 21:46:13
298,Comodoro Rivadavia,-45.8667,-67.5,69.66,13,40,24.16,AR,2022-01-02 21:46:13
299,Marquette,46.5333,-87.6335,13.82,54,95,5.79,US,2022-01-02 21:46:14
300,Kollo,13.3043,2.339,77.43,17,100,9.89,NE,2022-01-02 21:46:14
301,Kudahuvadhoo,2.6708,72.8944,81.43,79,14,12.46,MV,2022-01-02 21:46:14
302,Roald,62.5833,6.1333,44.11,93,75,14.97,NO,2022-01-02 21:46:15
303,Byron Bay,-28.65,153.6167,75.15,87,98,18.54,AU,2022-01-02 21:46:15
304,Obo,5.3998,26.4869,74.01,32,66,5.75,CF,2022-01-02 21:46:15
305,Sorong,-0.8833,131.25,80.29,84,99,9.24,ID,2022-01-02 21:46:16
306,Pokaran,26.9167,71.9167,60.39,26,55,9.19,IN,2022-01-02 21:46:16
307,Lazaro Cardenas,17.9583,-102.2,81.82,62,0,7.31,MX,2022-01-02 21:46:16
308,Namatanai,-3.6667,152.4333,82.54,77,100,7.85,PG,2022-01-02 21:46:17
309,Kenai,60.5544,-151.2583,10.49,48,1,27.63,US,2022-01-02 21:46:17
310,Arawa,-6.2132,155.5367,85.01,69,66,3.62,PG,2022-01-02 21:46:18
311,Coquimbo,-29.9533,-71.3436,67.73,72,0,14.97,CL,2022-01-02 21:46:18
312,Mpwapwa,-6.35,36.4833,66.38,93,20,3.58,TZ,2022-01-02 21:46:18
313,Belyy Yar,53.6039,91.3903,8.49,91,100,2.24,RU,2022-01-02 21:46:19
314,San Pedro,14.35,121.0167,75.09,75,20,4.61,PH,2022-01-02 21:46:19
315,Porto Novo,6.4965,2.6036,84.02,76,1,5.61,BJ,2022-01-02 21:41:25
316,Goundam,16.4145,-3.6708,69.64,19,10,10.27,ML,2022-01-02 21:46:19
317,Alice Springs,-23.7,133.8833,80.15,29,2,0.0,AU,2022-01-02 21:46:20
318,Wajir,1.7471,40.0573,81.72,42,73,9.84,KE,2022-01-02 21:46:20
319,Pudozh,61.8099,36.5345,-14.46,100,100,0.38,RU,2022-01-02 21:46:20
320,San Quintin,30.4833,-115.95,61.14,36,58,8.25,MX,2022-01-02 21:46:20
321,Port Hedland,-20.3167,118.5667,77.05,88,3,6.91,AU,2022-01-02 21:46:21
322,Aksarka,66.5606,67.7975,-21.48,99,100,10.27,RU,2022-01-02 21:46:21
323,Banjar,-8.19,114.9675,78.66,90,99,4.23,ID,2022-01-02 21:47:22
324,Kahului,20.8947,-156.47,83.46,75,20,4.61,US,2022-01-02 21:47:22
325,Esperance,-33.8667,121.9,57.04,81,3,11.3,AU,2022-01-02 21:47:22
326,Meulaboh,4.1363,96.1285,75.67,88,87,4.18,ID,2022-01-02 21:47:23
327,Buchanan,5.8808,-10.0467,76.96,80,85,6.93,LR,2022-01-02 21:47:23
328,Saint-Joseph,-21.3667,55.6167,74.21,80,28,7.58,RE,2022-01-02 21:47:23
329,Ushtobe,45.2514,77.9838,29.21,83,100,5.3,KZ,2022-01-02 21:47:24
330,Swan Hill,-35.3378,143.5544,74.12,48,23,9.35,AU,2022-01-02 21:47:24
331,Taoudenni,22.6783,-3.9836,67.82,24,1,14.18,ML,2022-01-02 21:47:24
332,Ballina,-28.8667,153.5667,71.78,94,75,14.97,AU,2022-01-02 21:47:25
333,Kassala,15.451,36.4,67.84,21,6,7.9,SD,2022-01-02 21:47:25
334,Mandalgovi,45.7625,106.2708,7.52,46,0,9.8,MN,2022-01-02 21:47:25
335,Asfi,32.2994,-9.2372,61.61,62,40,11.01,MA,2022-01-02 21:47:26
336,Stokmarknes,68.5646,14.9108,31.98,86,75,21.85,NO,2022-01-02 21:47:26
337,Chimbote,-9.0853,-78.5783,72.28,75,15,9.73,PE,2022-01-02 21:47:26
338,Brownsville,25.9018,-97.4975,57.88,26,1,13.0,US,2022-01-02 21:47:27
339,Camacari,-12.6975,-38.3242,82.17,79,85,6.24,BR,2022-01-02 21:43:39
340,Ahuimanu,21.4447,-157.8378,73.85,88,75,0.0,US,2022-01-02 21:47:27
341,Vestmannaeyjar,63.4427,-20.2734,24.91,66,0,27.18,IS,2022-01-02 21:47:28
342,Bereda,43.2686,-7.5406,53.91,100,100,2.59,ES,2022-01-02 21:47:28
343,Muana,-1.5283,-49.2167,76.98,91,77,6.44,BR,2022-01-02 21:47:28
344,Conde,-7.2597,-34.9075,81.86,78,20,10.36,BR,2022-01-02 21:47:29
345,Port Hardy,50.6996,-127.4199,43.75,87,90,21.85,CA,2022-01-02 21:45:43
346,Ostrovnoy,68.0531,39.5131,16.9,84,100,18.05,RU,2022-01-02 21:47:29
347,Fossombrone,43.6908,12.8127,51.98,85,82,5.66,IT,2022-01-02 21:47:29
348,Mazatlan,23.2167,-106.4167,75.9,74,0,10.0,MX,2022-01-02 21:47:15
349,Akyab,20.15,92.9,64.15,78,79,4.56,MM,2022-01-02 21:47:30
350,Abakaliki,6.3163,8.1169,80.83,20,44,6.38,NG,2022-01-02 21:47:30
351,Pavlodar,52.3,76.95,3.0,85,0,6.71,KZ,2022-01-02 21:47:31
352,Balvi,57.1313,27.2658,25.11,94,100,7.4,LV,2022-01-02 21:47:31
353,Buin,-33.7333,-70.75,88.12,22,9,13.31,CL,2022-01-02 21:47:31
354,George,-33.963,22.4617,56.75,88,100,1.14,ZA,2022-01-02 21:47:32
355,Gat,31.61,34.7642,57.4,100,37,3.2,IL,2022-01-02 21:47:32
356,Kaniama,-7.5667,24.1833,67.33,95,100,1.81,CD,2022-01-02 21:47:32
357,Sioux Lookout,50.1001,-91.917,-7.53,71,20,5.75,CA,2022-01-02 21:47:33
358,Ayabaca,-4.6398,-79.7149,53.37,81,99,3.83,PE,2022-01-02 21:47:33
359,Zhigansk,66.7697,123.3711,-49.58,99,60,5.91,RU,2022-01-02 21:47:34
360,Harbour Breton,47.4833,-55.7983,45.0,95,100,28.19,CA,2022-01-02 21:47:34
361,Santa Rosa,14.3122,121.1114,75.85,72,83,15.32,PH,2022-01-02 21:47:34
362,Matagami,49.7502,-77.6328,-5.69,77,90,3.44,CA,2022-01-02 21:47:34
363,El Retorno,2.3302,-72.6276,87.96,43,89,5.39,CO,2022-01-02 21:47:35
364,Jalu,29.0331,21.5482,58.08,69,0,6.22,LY,2022-01-02 21:47:35
365,Parana,-31.732,-60.5238,99.3,40,75,25.32,AR,2022-01-02 21:47:36
366,Ulladulla,-35.35,150.4667,78.87,79,45,3.58,AU,2022-01-02 21:47:36
367,Deputatskiy,69.3,139.9,-27.31,94,100,0.83,RU,2022-01-02 21:47:37
368,Thinadhoo,0.5333,72.9333,80.76,78,78,9.24,MV,2022-01-02 21:48:37
369,Najran,17.4924,44.1277,68.65,73,92,5.64,SA,2022-01-02 21:48:37
370,Nemuro,43.3236,145.575,21.04,58,34,30.09,JP,2022-01-02 21:48:38
371,Longview,32.5007,-94.7405,38.01,57,90,3.0,US,2022-01-02 21:44:52
372,Gwadar,25.1216,62.3254,72.27,62,34,14.23,PK,2022-01-02 21:44:22
373,Candido Mendes,-1.4467,-45.7167,75.45,95,100,4.18,BR,2022-01-02 21:48:38
374,Lumeje,-11.55,20.7833,65.37,93,98,4.81,AO,2022-01-02 21:48:38
375,Dunedin,-45.8742,170.5036,68.36,57,100,4.81,NZ,2022-01-02 21:45:14
376,Halifax,44.6453,-63.5724,41.05,96,100,8.01,CA,2022-01-02 21:45:30
377,Ciamis,-7.3257,108.3534,72.37,96,97,0.76,ID,2022-01-02 21:48:39
378,Praia,14.9215,-23.5087,75.74,69,0,13.8,CV,2022-01-02 21:43:49
379,La Ronge,55.1001,-105.2842,-7.35,77,90,6.91,CA,2022-01-02 21:48:40
380,Upata,8.0086,-62.3989,81.19,62,38,5.23,VE,2022-01-02 21:48:40
381,Alta Floresta,-9.8756,-56.0861,73.99,96,98,3.85,BR,2022-01-02 21:48:41
382,Imuris,30.7833,-110.8667,63.32,17,14,2.86,MX,2022-01-02 21:48:41
383,Solnechnyy,50.7214,136.6319,-10.1,99,100,1.61,RU,2022-01-02 21:48:42
384,Hasaki,35.7333,140.8333,25.09,52,2,11.86,JP,2022-01-02 21:48:42
385,Raton,36.9034,-104.4391,42.31,37,0,4.76,US,2022-01-02 21:48:43
386,Icatu,-2.7758,-44.0658,82.83,83,99,8.72,BR,2022-01-02 21:48:43
387,Blagoyevo,63.3667,47.9167,8.17,94,99,6.98,RU,2022-01-02 21:48:43
388,Mocuba,-16.8392,36.9856,74.82,96,100,2.26,MZ,2022-01-02 21:48:44
389,Kawalu,-7.3817,108.2082,71.28,96,99,1.12,ID,2022-01-02 21:48:44
390,Yerbogachen,61.2767,108.0108,-15.32,98,100,3.44,RU,2022-01-02 21:48:44
391,Monzon,41.9108,0.1941,45.82,54,99,1.28,ES,2022-01-02 21:48:45
392,Bom Jesus,-9.0744,-44.3586,74.34,95,100,4.03,BR,2022-01-02 21:48:45
393,Tessalit,20.1986,1.0114,62.64,21,0,12.46,ML,2022-01-02 21:48:45
394,Pecos,31.4229,-103.4932,48.31,21,1,0.0,US,2022-01-02 21:48:42
395,Hiroshima,34.3963,132.4594,39.02,30,28,3.36,JP,2022-01-02 21:48:46
396,Ekhabi,53.5102,142.9671,-15.32,95,98,9.57,RU,2022-01-02 21:48:46
397,Aviles,43.5547,-5.9248,56.93,76,0,1.99,ES,2022-01-02 21:48:46
398,Noumea,-22.2763,166.4572,84.0,99,100,10.69,NC,2022-01-02 21:48:47
399,Mananjary,-21.2167,48.3333,76.77,91,32,5.39,MG,2022-01-02 21:48:47
400,Easton,40.6884,-75.2207,60.08,84,75,1.01,US,2022-01-02 21:48:47
401,Batemans Bay,-35.7167,150.1833,83.19,74,81,3.87,AU,2022-01-02 21:48:48
402,Umm Kaddadah,13.6017,26.6876,60.75,36,75,14.2,SD,2022-01-02 21:48:48
403,Oranjemund,-28.55,16.4333,62.35,84,0,16.28,NA,2022-01-02 21:48:49
404,Albanel,48.8832,-72.4487,1.54,65,100,10.36,CA,2022-01-02 21:48:49
405,Kabo,7.6994,18.629,75.4,21,79,7.23,CF,2022-01-02 21:48:49
406,Moroni,-11.7022,43.2551,81.46,78,57,2.01,KM,2022-01-02 21:48:50
407,Les Cayes,18.2,-73.75,79.47,63,3,9.4,HT,2022-01-02 21:48:50
408,Mae Tha,18.4646,99.1403,67.62,50,4,0.09,TH,2022-01-02 21:48:50
409,Maceio,-9.6658,-35.7353,81.84,74,20,10.36,BR,2022-01-02 21:43:51
410,Machinga,-15.1685,35.3,69.87,89,77,2.08,MW,2022-01-02 21:48:51
411,Sisimiut,66.9395,-53.6735,16.5,64,93,15.64,GL,2022-01-02 21:48:51
412,Pergamino,-33.89,-60.5736,100.13,21,1,9.73,AR,2022-01-02 21:48:51
413,Chepareria,1.3077,35.2039,61.63,57,81,4.72,KE,2022-01-02 21:48:51
414,Loksa,59.5764,25.7214,25.93,91,100,12.68,EE,2022-01-02 21:48:52
415,Road Town,18.4167,-64.6167,80.69,69,40,12.66,VG,2022-01-02 21:48:52
416,Los Alamos,35.8881,-106.307,33.69,54,1,1.01,US,2022-01-02 21:47:36
417,Damietta,31.4165,31.8133,58.89,77,5,9.71,EG,2022-01-02 21:49:53
418,Broken Hill,-31.95,141.4333,69.51,52,0,17.27,AU,2022-01-02 21:47:29
419,Camopi,3.1655,-52.3158,72.73,99,13,3.31,GF,2022-01-02 21:49:53
420,Les Escoumins,48.1111,-69.0236,9.75,74,100,10.58,CA,2022-01-02 21:49:53
421,Ziarat,30.3823,67.7282,34.11,74,100,3.71,PK,2022-01-02 21:49:54
422,Kirkwood,38.5834,-90.4068,22.59,84,90,7.0,US,2022-01-02 21:49:54
423,Agdas,40.65,47.4761,49.87,47,100,22.3,AZ,2022-01-02 21:49:54
424,Port Blair,11.6667,92.75,78.53,75,37,10.56,IN,2022-01-02 21:49:55
425,Fort-Shevchenko,44.5086,50.263,38.75,85,100,20.49,KZ,2022-01-02 21:49:55
426,Requena,39.4883,-1.1004,44.87,58,80,4.63,ES,2022-01-02 21:49:55
427,Souillac,-20.5167,57.5167,74.35,83,40,6.91,MU,2022-01-02 21:49:56
428,Bousse,12.6606,-1.8922,76.57,20,100,9.13,BF,2022-01-02 21:49:56
429,Diamantino,-14.4086,-56.4461,77.92,84,13,3.06,BR,2022-01-02 21:44:57
430,Paracuru,-3.41,-39.0306,80.62,81,90,10.02,BR,2022-01-02 21:49:56
431,Lagoa,39.05,-27.9833,56.64,84,100,26.44,PT,2022-01-02 21:49:57
432,Praia Da Vitoria,38.7333,-27.0667,59.76,100,75,19.98,PT,2022-01-02 21:49:57
433,Ust-Barguzin,53.45,108.9833,-4.59,95,98,4.09,RU,2022-01-02 21:49:57
434,Havre-Saint-Pierre,50.2334,-63.5986,12.79,61,75,18.41,CA,2022-01-02 21:49:58
435,Lesnoye,58.2841,35.5158,-2.65,100,94,1.74,RU,2022-01-02 21:49:58
436,Samarai,-10.6167,150.6667,81.82,76,99,4.79,PG,2022-01-02 21:49:58
437,Richards Bay,-28.783,32.0377,70.61,94,100,4.88,ZA,2022-01-02 21:49:59
438,Half Moon Bay,37.4636,-122.4286,61.79,61,1,10.36,US,2022-01-02 21:49:59
439,Ciudad Del Maiz,22.4,-99.6,58.1,33,0,12.21,MX,2022-01-02 21:49:59
440,Sukhumi,43.0033,41.0153,42.1,78,65,6.11,GE,2022-01-02 21:50:00
441,Jiwani,25.05,61.7417,72.64,65,53,16.33,PK,2022-01-02 21:50:00
442,Tibati,6.4667,12.6333,73.38,22,82,7.74,CM,2022-01-02 21:50:01
443,Saint-Augustin,51.226,-58.6502,18.01,76,100,18.37,CA,2022-01-02 21:50:01
444,Reno,39.5296,-119.8138,48.18,54,75,3.0,US,2022-01-02 21:47:26
445,Tagab,34.855,69.6492,41.68,48,100,2.86,AF,2022-01-02 21:50:01
446,Yola,9.2,12.4833,73.11,22,44,3.6,NG,2022-01-02 21:50:02
447,Camacha,33.0833,-16.3333,63.36,88,0,3.44,PT,2022-01-02 21:50:02
448,Luderitz,-26.6481,15.1594,64.53,66,0,17.81,NA,2022-01-02 21:50:02
449,Klaksvik,62.2266,-6.589,31.12,58,100,28.27,FO,2022-01-02 21:50:03
450,Poum,-20.2333,164.0167,80.31,76,72,9.78,NC,2022-01-02 21:50:03
451,Santa Maria Del Oro,25.9333,-105.3667,62.33,20,1,9.66,MX,2022-01-02 21:50:03
452,Ancud,-41.8697,-73.8203,62.42,65,67,9.28,CL,2022-01-02 21:50:04
453,Acapulco,16.8634,-99.8901,82.6,63,0,8.52,MX,2022-01-02 21:50:04
454,Hildesheim,52.1508,9.9511,53.55,77,100,4.0,DE,2022-01-02 21:50:04
455,Goulburn,-34.75,149.7167,70.65,70,6,8.9,AU,2022-01-02 21:50:05
456,Bukama,-9.2,25.85,70.41,95,99,0.94,CD,2022-01-02 21:50:05
457,Cayenne,4.9333,-52.3333,80.1,83,75,7.0,GF,2022-01-02 21:50:05
458,Coihaique,-45.5752,-72.0662,52.41,66,75,11.5,CL,2022-01-02 21:49:01
459,Datong,40.0936,113.2914,18.34,41,19,1.99,CN,2022-01-02 21:50:06
460,Lavrentiya,65.5833,-171.0,2.28,96,100,2.93,RU,2022-01-02 21:50:06
461,Caraballeda,10.6112,-66.8522,84.27,70,40,4.61,VE,2022-01-02 21:50:06
462,Palauig,15.435,119.9045,74.39,69,100,6.11,PH,2022-01-02 21:50:07
463,Faanui,-16.4833,-151.75,77.81,80,99,10.51,PF,2022-01-02 21:50:07
464,Sorland,67.667,12.6934,33.87,84,100,31.88,NO,2022-01-02 21:50:07
465,Mogadishu,2.0371,45.3438,77.83,84,7,16.55,SO,2022-01-02 21:50:08
466,Elbrus,43.2577,42.6443,11.52,99,98,7.31,RU,2022-01-02 21:51:08
467,Ust-Kuyga,70.0167,135.6,-48.35,99,99,5.1,RU,2022-01-02 21:51:08
468,Garachine,8.0647,-78.3628,80.76,83,88,4.14,PA,2022-01-02 21:51:09
469,Bhadrachalam,17.6667,80.8833,63.93,96,0,0.54,IN,2022-01-02 21:51:09
470,Pangkalanbuun,-2.6833,111.6167,73.29,98,100,2.64,ID,2022-01-02 21:51:09
471,Sechura,-5.5569,-80.8222,76.82,62,34,14.12,PE,2022-01-02 21:51:10
472,Villazon,-22.0866,-65.5942,73.02,9,28,9.13,BO,2022-01-02 21:51:10
473,Hargeysa,9.56,44.065,63.23,91,35,0.49,SO,2022-01-02 21:48:07
474,Koszalin,54.1944,16.1722,47.68,89,97,25.34,PL,2022-01-02 21:51:11
475,Daru,-9.0763,143.2092,78.35,89,52,7.87,PG,2022-01-02 21:51:11
476,Tucuman,-26.8241,-65.2226,87.8,62,0,10.36,AR,2022-01-02 21:51:11
477,Dogondoutchi,13.6393,4.0287,72.99,19,100,11.72,NE,2022-01-02 21:51:12
478,Kalmunai,7.4167,81.8167,75.36,90,79,5.64,LK,2022-01-02 21:51:12
479,Salalah,17.0151,54.0924,73.27,73,97,5.3,OM,2022-01-02 21:51:12
480,Bowen,-20.0167,148.2333,82.62,71,9,1.32,AU,2022-01-02 21:51:12
481,Shaunavon,49.6501,-108.4181,24.58,68,1,16.44,CA,2022-01-02 21:51:13
482,Grand Gaube,-20.0064,57.6608,74.37,73,16,5.01,MU,2022-01-02 21:51:13
483,Vardo,70.3705,31.1107,14.2,59,100,12.75,NO,2022-01-02 21:50:44
484,Cawayan,9.9718,122.6249,76.48,82,99,11.41,PH,2022-01-02 21:51:14
485,Oistins,13.0667,-59.5333,80.69,61,20,24.16,BB,2022-01-02 21:51:14
486,Srednekolymsk,67.45,153.6833,-21.93,97,100,3.02,RU,2022-01-02 21:51:14
487,Ekimchan,53.0667,132.9667,-30.66,100,100,2.15,RU,2022-01-02 21:51:15
488,Keti Bandar,24.1447,67.4497,67.48,31,18,11.32,PK,2022-01-02 21:51:15
489,Qandala,11.472,49.8728,76.46,66,0,4.07,SO,2022-01-02 21:51:15
490,Gashua,12.871,11.0482,63.36,31,66,9.98,NG,2022-01-02 21:51:16
491,Hofn,64.2539,-15.2082,24.85,56,0,22.66,IS,2022-01-02 21:51:16
492,Marsa Matruh,31.3525,27.2453,62.8,72,40,13.8,EG,2022-01-02 21:51:16
493,Gatton,-27.55,152.2833,76.14,60,0,4.36,AU,2022-01-02 21:51:16
494,Ereymentau,51.6199,73.1033,19.4,85,98,13.6,KZ,2022-01-02 21:51:17
495,Makakilo City,21.3469,-158.0858,72.68,83,90,14.97,US,2022-01-02 21:48:05
496,Aligudarz,33.4006,49.6949,34.23,97,100,2.17,IR,2022-01-02 21:51:17
497,Saint-Francois,46.4154,3.9054,51.67,71,90,5.75,FR,2022-01-02 21:51:18
498,Valdemarpils,57.3707,22.5919,35.02,100,100,2.3,LV,2022-01-02 21:51:18
499,Gigmoto,13.7796,124.39,76.3,80,100,16.22,PH,2022-01-02 21:51:18
500,Rantoul,40.3084,-88.1559,26.62,92,90,7.0,US,2022-01-02 21:51:19
501,Mandera,3.9366,41.867,83.3,33,0,9.95,KE,2022-01-02 21:51:19
502,Kloulklubed,7.0419,134.2556,82.69,66,97,14.61,PW,2022-01-02 21:51:19
503,Ocean City,39.2776,-74.5746,61.29,92,100,5.01,US,2022-01-02 21:51:20
504,Malakal,9.5334,31.6605,75.2,25,42,6.22,SS,2022-01-02 21:51:20
505,Kruisfontein,-34.0033,24.7314,61.88,84,74,2.39,ZA,2022-01-02 21:51:20
506,Port Lincoln,-34.7333,135.8667,61.95,64,66,11.79,AU,2022-01-02 21:51:21
507,Ayame,5.6083,-3.1563,76.77,88,17,3.22,CI,2022-01-02 21:51:21
508,Yumen,40.2833,97.2,17.29,52,32,9.98,CN,2022-01-02 21:51:22
509,Port Macquarie,-31.4333,152.9167,69.89,73,90,12.55,AU,2022-01-02 21:51:22
510,Mutsu,41.2894,141.2169,25.0,71,100,23.44,JP,2022-01-02 21:51:22
511,Tamandare,-8.7597,-35.1047,79.23,79,60,10.71,BR,2022-01-02 21:51:23
512,Jumla,29.2747,82.1838,30.07,74,20,5.68,NP,2022-01-02 21:51:23
513,Prudentopolis,-25.2131,-50.9778,74.17,66,33,2.89,BR,2022-01-02 21:48:03
514,Buala,-8.145,159.5921,82.78,77,58,6.85,SB,2022-01-02 21:51:23
515,Belaya Gora,68.5333,146.4167,-30.33,99,98,1.99,RU,2022-01-02 21:51:24
516,Kidal,18.4411,1.4078,63.55,25,13,11.7,ML,2022-01-02 21:52:24
517,Greenville,35.6127,-77.3663,68.41,90,1,10.36,US,2022-01-02 21:51:19
518,Jizan,17.3333,42.6667,77.94,70,38,1.72,SA,2022-01-02 21:52:24
519,San Jeronimo,-11.9472,-75.2829,63.97,51,79,5.32,PE,2022-01-02 21:52:25
520,Tomatlan,19.9333,-105.25,83.1,49,0,7.92,MX,2022-01-02 21:52:25
521,Temir,49.1414,57.13,28.98,93,100,12.08,KZ,2022-01-02 21:52:25
522,Otradnoye,59.7775,30.8181,18.55,85,100,7.63,RU,2022-01-02 21:52:26
523,Iqaluit,63.7506,-68.5145,-2.47,65,20,5.75,CA,2022-01-02 21:52:26
524,Godhra,22.75,73.6333,65.32,66,15,9.15,IN,2022-01-02 21:52:26
525,Roseau,15.3017,-61.3881,77.02,66,18,13.06,DM,2022-01-02 21:52:27
526,Mumbwa,-14.9783,27.0619,66.45,88,100,2.37,ZM,2022-01-02 21:52:27
527,Luxor,25.6989,32.6421,53.65,76,0,3.44,EG,2022-01-02 21:52:28
528,Mpongwe,-13.5091,28.155,64.81,96,100,2.71,ZM,2022-01-02 21:52:28
529,Palau,7.503,134.621,80.6,70,99,11.77,PW,2022-01-02 21:52:28
530,Asosa,10.0667,34.5333,63.93,26,99,6.17,ET,2022-01-02 21:52:29
531,Develi,38.3906,35.4922,31.35,91,53,6.29,TR,2022-01-02 21:52:29
532,Gao,16.6362,1.637,66.25,24,100,12.24,ML,2022-01-02 21:52:29
533,Lahaina,20.8783,-156.6825,83.44,86,100,3.09,US,2022-01-02 21:52:30
534,Florence,43.7667,11.25,53.65,94,75,3.44,IT,2022-01-02 21:52:30
535,Zhob,31.3411,69.4481,45.97,56,100,1.72,PK,2022-01-02 21:52:30
536,Hami,42.8,93.45,19.18,56,6,3.22,CN,2022-01-02 21:52:31
537,West Wendover,40.7391,-114.0733,25.65,46,89,2.59,US,2022-01-02 21:52:31
538,Aksu,41.1231,80.2644,20.86,55,61,2.24,CN,2022-01-02 21:52:31
539,Khorixas,-20.3667,14.9667,65.97,47,0,2.89,NA,2022-01-02 21:52:32
540,Cheremshanka,56.1192,60.268,16.83,92,57,5.75,RU,2022-01-02 21:52:32
541,Manaure,11.7751,-72.4445,91.51,59,7,23.0,CO,2022-01-02 21:52:33
542,Luba,3.4568,8.5547,76.89,78,80,7.14,GQ,2022-01-02 21:52:33
543,Dakoro,14.5106,6.765,67.82,24,99,16.4,NE,2022-01-02 21:52:33
544,Nakusp,50.2499,-117.8023,19.74,73,100,2.3,CA,2022-01-02 21:52:33
545,Weiswampach,50.1372,6.075,51.15,83,100,21.63,LU,2022-01-02 21:52:34
